42960,N,0,0
42960,N,1,0
43200,N,2,0
43200,N,3,0
43440,N,4,0
43680,N,1,0
43680,N,2,0
43920,N,3,0
44160,N,1,0
44400,N,0,363
44400,N,1,363
44880,N,0,0
44880,N,1,0
45120,N,0,0
45360,N,0,0
45360,N,1,0
45840,N,0,0
45840,N,1,0
46080,N,0,0
46080,S,0,7487
46320,N,0,0
46320,N,1,0
46800,N,0,0
46800,N,1,0
47040,N,2,0
47040,N,3,0
47280,N,4,0
47520,N,1,0
47520,N,2,0
47760,N,3,0
48000,N,2,0
48240,N,0,362
48240,N,1,362
48720,N,0,0
48720,N,1,0
48960,N,0,0
49200,N,0,0
49200,N,1,0
49680,N,0,0
49680,N,1,0
49920,N,1,0
49920,S,1,7488
50160,N,3,0
50400,N,4,0
50640,N,3,0
50880,N,1,0
51120,N,3,0
51600,N,1,0
51840,N,0,0
52080,N,2,0
52560,N,2,0
52800,N,0,0
53040,N,2,0
53520,N,0,0
53760,N,1,0
54000,N,3,0
54480,N,3,0
54720,N,1,0
54960,N,3,0
55440,N,1,0
55680,N,0,0
55920,N,2,0
56400,N,2,0
56640,N,0,0
56880,N,2,0
57360,N,0,0
57600,N,1,0
57600,S,0,3685
57840,N,3,0
58320,N,3,0
58560,N,1,0
58800,N,3,0
59280,N,1,0
59520,N,0,0
59760,N,2,0
60240,N,2,0
60480,N,0,0
60720,N,2,0
61200,N,0,0
61440,N,1,0
61440,S,1,7487
61440,S,2,3724
61440,S,3,3724
61680,N,3,0
62160,N,3,0
62400,N,1,0
62640,N,3,0
63120,N,1,0
63360,N,0,0
63600,N,2,0
64080,N,2,0
64320,N,0,0
64560,N,2,0
65280,N,0,1442
65280,N,2,1442
65280,N,3,1442
67200,N,1,1445
67200,N,2,1445
67200,N,4,1445
69120,N,0,0
69120,S,0,7487
69360,N,1,366
69840,N,0,0
70080,N,1,0
70320,N,1,366
70800,N,0,0
71040,N,1,0
71280,N,1,602
72000,N,1,0
72240,N,1,240
72960,N,0,1504
72960,N,2,1504
72960,N,3,1504
74880,N,1,1323
74880,N,2,1323
74880,N,4,1323
76800,N,0,0
76800,S,1,3685
77040,N,0,365
77040,N,1,365
77520,N,0,0
77520,N,1,0
77760,N,2,125
77760,N,3,125
78000,N,2,125
78000,N,3,125
78240,N,1,125
78240,N,2,125
78480,N,1,125
78480,N,2,125
78720,N,0,0
78960,N,0,365
78960,N,1,365
79440,N,0,0
79680,N,0,0
79920,N,0,484
79920,N,1,484
80640,N,0,0
80640,S,0,3684
80640,S,2,3723
80640,S,3,3723
80880,N,0,365
80880,N,1,365
81360,N,0,0
81360,N,1,0
81600,N,2,366
81600,N,3,366
82080,N,1,366
82080,N,2,366
82560,N,0,0
82800,N,0,363
82800,N,1,363
83280,N,0,0
83520,N,0,0
83760,N,0,603
83760,N,1,603
84480,N,0,0
84480,S,1,7488
84720,N,0,365
84720,N,1,365
85200,N,0,0
85200,N,1,0
85440,N,2,0
85440,N,3,0
85680,N,4,0
85920,N,1,0
85920,N,2,0
86160,N,3,0
86400,N,1,0
86640,N,0,424
86640,N,1,424
87180,N,0,0
87180,N,1,0
87360,N,1,123
87600,N,1,603
88320,N,0,0
88320,S,0,7487
88560,N,0,365
88560,N,1,365
89040,N,1,0
89280,N,2,0
89280,N,3,0
89520,N,4,0
89760,N,1,0
89760,N,2,0
90000,N,3,0
90240,N,1,0
90480,N,0,605
90480,N,1,605
91200,N,1,0
91440,N,1,364
92160,N,0,0
92160,N,2,0
92160,N,3,0
92400,N,0,0
92400,N,2,0
92400,N,3,0
92880,N,1,1024
92880,N,2,1024
92880,N,4,1024
94080,N,0,0
94080,N,2,0
94080,N,3,0
94320,N,0,0
94320,N,2,0
94320,N,3,0
94800,N,1,1024
94800,N,2,1024
94800,N,4,1024
96000,N,0,1565
96000,N,2,1565
96000,N,3,1565
96000,S,1,3685
97920,N,2,0
97920,S,0,3686
98040,N,1,0
98160,N,0,0
98400,N,1,0
98640,N,2,0
98880,N,3,0
99000,N,4,0
99120,N,2,604
99840,N,0,0
99840,N,2,0
99840,N,3,0
100080,N,0,0
100080,N,2,0
100080,N,3,0
100560,N,1,1024
100560,N,2,1024
100560,N,4,1024
101760,N,0,0
101760,N,2,0
101760,N,3,0
101760,S,1,3687
101760,S,2,3726
101760,S,3,3726
102000,N,0,0
102000,N,2,0
102000,N,3,0
102480,N,1,1025
102480,N,2,1025
102480,N,4,1025
103681,N,4,0
103920,N,4,0
104160,N,3,0
104400,N,2,0
104640,N,1,0
104880,N,1,0
105120,N,3,0
105360,N,1,364
105600,S,0,3209
105841,N,0,3003
105841,N,2,3003
105841,N,3,3003
108960,S,1,3687
109200,N,4,0
109319,N,3,0
109440,N,4,487
110160,N,3,0
110280,N,2,0
110400,N,3,606
111120,N,2,0
111240,N,1,0
111360,N,2,366
111840,N,3,0
111960,N,1,0
111960,N,5,0
112080,N,2,245
112440,N,0,0
112800,S,0,3687
113040,N,4,0
113160,N,3,0
113280,N,4,485
114000,N,3,0
114120,N,2,0
114240,N,3,605
114960,N,2,0
115080,N,1,0
115200,N,2,365
115680,N,3,0
115800,N,1,0
115800,N,5,0
115920,N,2,245
116280,N,0,0
116640,S,1,2024
116880,N,0,0
117120,N,1,0
117360,N,0,0
117600,N,1,0
117840,N,2,846
118800,N,3,0
118800,S,0,1788
119040,N,3,0
119280,N,2,0
119280,N,5,0
119520,N,1,0
119760,N,0,786
120720,N,0,0
120720,S,1,1787
120960,N,1,0
121200,N,0,0
121440,N,1,0
121680,N,2,725
122640,N,2,0
122640,S,0,1782
122880,N,3,0
123001,N,2,0
123120,N,4,0
123360,N,2,0
123600,N,1,0
124560,S,1,3927
124800,N,1,0
125040,N,3,0
125520,N,3,0
125760,N,1,0
126000,N,3,0
126480,N,1,0
126720,N,0,0
126960,N,2,0
127440,N,2,0
127680,N,0,0
127920,N,2,0
128400,N,0,0
128640,N,1,0
128640,S,0,3689
128880,N,3,0
129360,N,3,0
129600,N,1,0
129840,N,3,0
130320,N,1,0
130560,N,0,0
130800,N,2,0
131280,N,2,0
131520,N,0,0
131760,N,2,0
132240,N,0,0
132480,N,1,0
132480,S,1,3689
132720,N,3,0
133200,N,3,0
133441,N,1,0
133680,N,3,0
134160,N,1,0
134400,N,0,0
134640,N,2,0
135120,N,2,0
135361,N,0,0
135600,N,2,0
136080,N,0,0
136320,N,1,0
136320,S,0,3685
136320,S,2,3725
136320,S,3,3725
136560,N,3,0
137040,N,3,0
137280,N,1,0
137520,N,3,0
138000,N,1,0
138240,N,0,0
138480,N,2,0
138960,N,2,0
139200,N,0,0
139440,N,2,0
140161,N,0,1746
140161,N,2,1746
140161,N,3,1746
140161,S,1,1786
142080,N,1,1566
142080,N,2,1566
142080,N,4,1566
142080,S,0,1787
144000,N,0,0
144000,S,1,3687
144240,N,0,365
144240,N,1,365
144720,N,0,0
144720,N,1,0
144960,N,2,125
144960,N,3,125
145200,N,2,125
145200,N,3,125
145440,N,1,125
145440,N,2,125
145680,N,1,125
145680,N,2,125
145921,N,0,0
146160,N,0,365
146160,N,1,365
146640,N,0,0
146880,N,0,0
147120,N,0,365
147120,N,1,365
147600,N,1,126
147841,N,0,0
147841,S,0,3684
148080,N,0,367
148080,N,1,367
148560,N,0,0
148560,N,1,0
148800,N,2,367
148800,N,3,367
149280,N,1,367
149280,N,2,367
149760,N,0,0
150000,N,0,364
150000,N,1,364
150480,N,0,0
150720,N,0,0
150960,N,0,364
150960,N,1,364
151440,N,0,0
151680,N,0,0
151680,S,1,8043
151920,N,0,365
151920,N,1,365
152400,N,0,0
152400,N,1,0
152640,N,2,0
152640,N,3,0
152880,N,4,0
153120,N,1,0
153120,N,2,0
153360,N,3,0
153600,N,1,0
153840,N,0,366
153840,N,1,366
154320,N,0,0
154560,N,0,0
154800,N,0,365
154800,N,1,365
155280,N,0,0
155520,N,0,0
155520,S,0,6064
155520,S,2,3726
155520,S,3,3726
155760,N,0,366
155760,N,1,366
156240,N,0,0
156240,N,1,0
156480,N,2,0
156480,N,3,0
156720,N,4,0
156960,N,1,0
156960,N,2,0
157200,N,3,0
157440,N,1,0
157680,N,0,365
157680,N,1,365
158160,N,0,0
158400,N,0,0
158640,N,1,365
159120,N,0,0
159120,N,2,0
159120,N,3,0
159360,N,0,0
159360,N,2,0
159360,N,3,0
159600,N,0,0
159600,N,2,0
159600,N,3,0
160080,N,1,1024
160080,N,2,1024
160080,N,4,1024
161280,N,0,0
161280,N,2,0
161280,N,3,0
161280,S,1,6063
161520,N,0,0
161520,N,2,0
161520,N,3,0
162000,N,1,1023
162000,N,2,1023
162000,N,4,1023
163200,N,0,1445
163200,N,2,1445
163200,N,3,1445
164880,S,0,4387
165060,N,2,0
165180,N,3,0
165300,N,2,0
165420,N,3,0
165540,N,2,0
165660,N,3,0
165780,N,2,0
165901,N,3,0
166020,N,2,0
166140,N,3,0
166320,N,4,0
166560,N,3,0
166800,N,2,0
166920,N,1,0
167040,N,0,0
167040,N,2,0
167040,N,3,0
167280,N,0,0
167280,N,2,0
167280,N,3,0
167760,N,1,1024
167760,N,2,1024
167760,N,4,1024
168960,N,0,0
168960,N,2,0
168960,N,3,0
168960,S,1,3331
169200,N,0,0
169200,N,2,0
169200,N,3,0
169680,N,1,1025
169680,N,2,1025
169680,N,4,1025
170880,N,4,0
170880,S,0,5645
171120,N,4,0
171360,N,3,0
171600,N,2,0
171840,N,1,0
172080,N,1,0
172320,N,2,0
172560,N,1,365
173040,N,0,3485
173040,N,2,3485
173040,N,3,3485
176640,N,1,1805
176640,N,2,1805
176640,S,1,7564
178560,N,3,1805
178560,N,5,1805
180480,N,4,1326
180480,N,5,1326
181920,N,3,0
181920,N,5,0
182160,N,2,0
182160,N,5,0
182401,N,1,1803
182401,N,5,1803
184320,N,2,125
184320,S,0,5647
184560,N,3,1923
184560,N,5,1923
186240,S,1,1744
186240,S,2,1804
186240,S,3,1804
186599,N,3,0
186720,N,1,0
186900,N,0,0
187020,N,1,0
187260,N,2,0
187500,N,3,0
187740,N,4,0
187980,N,2,0
188160,N,3,1086
189360,N,3,0
189540,N,2,0
189540,N,5,0
189780,N,1,0
190080,N,0,1083
190080,S,1,3725
191280,N,0,0
191640,N,1,0
192000,N,1,125
192240,N,2,605
192240,N,5,605
192960,N,3,125
193200,N,4,605
193200,N,5,605
193921,N,0,124
193921,S,0,3664
194161,N,1,603
194161,N,5,603
194880,N,1,123
195120,N,2,603
195120,N,5,603
195840,N,2,123
196080,N,3,603
196080,N,5,603
196800,N,3,123
197040,N,4,603
197040,N,5,603
197760,N,0,183
197760,S,1,7487
198060,N,1,543
198060,N,5,543
198720,N,2,362
199200,N,3,363
199680,N,2,0
199680,S,0,7486
199740,N,3,185
200040,N,4,0
200280,N,3,0
200400,N,4,0
200580,N,3,425
200580,N,4,425
201240,N,3,0
201360,N,3,0
201360,N,4,0
201480,N,3,0
201480,N,4,0
201600,N,3,0
201600,N,4,0
201600,S,2,3724
201600,S,3,3724
201720,N,3,0
201720,N,4,0
201840,N,3,0
201960,N,4,244
202320,N,2,0
202440,N,3,0
202560,N,0,204
202560,N,1,204
202880,N,1,204
202880,N,2,204
203200,N,2,204
203200,N,3,204
203520,N,3,204
203520,N,4,204
203840,N,1,204
203840,N,2,204
204160,N,2,204
204160,N,3,204
204481,N,3,204
204481,N,4,204
204801,N,1,204
204801,N,2,204
205120,N,2,204
205120,N,3,204
205440,N,3,364
205440,N,4,364
205920,N,3,364
205920,N,4,364
206400,N,3,123
206400,N,4,123
206640,N,1,0
206760,N,3,0
207000,N,1,0
207120,N,3,0
207360,N,2,0
207360,S,1,1784
207420,N,3,0
207480,N,4,243
207840,N,4,0
208080,N,2,0
208199,N,4,0
208440,N,2,0
208560,N,4,0
208679,N,2,0
208800,N,4,0
208920,N,2,0
209040,N,4,0
209280,N,4,0
209280,S,0,1785
209401,N,2,0
209520,N,4,0
209760,N,1,0
210000,N,0,0
210240,N,1,0
210360,N,0,0
210480,N,1,0
210600,N,0,0
210721,N,1,0
210841,N,0,0
210960,N,1,0
211200,N,0,0
211200,S,1,15091
211260,N,1,306
211680,N,1,0
211920,N,0,0
212160,N,1,0
212640,N,3,0
212880,N,3,0
213120,N,2,0
213360,N,1,0
213600,N,2,0
213840,N,1,1082
215040,N,0,604
215040,N,2,604
215040,N,3,604
215040,S,0,11291
218400,N,0,1805
218400,N,2,1805
218400,N,3,1805
220320,N,1,601
220320,N,2,601
220320,N,4,601
221040,N,1,600
221040,N,2,600
221040,N,4,600
221760,N,1,361
221760,N,2,361
221760,N,4,361
222241,N,0,2945
222241,N,2,2945
222241,N,3,2945
225300,N,0,786
225300,N,2,786
225300,N,3,786
